Title,Artist,YouTube,Lyric
hard to say i?ôm sorry,chicago,https://youtu.be/1A0MPWseJIE?si=uHLGUZiFNRknoFQH,"Everybody needs a little time away
I heard her say from each other
Even lovers need a holiday
Far away from each other
Hold me now
It's hard for me to say I'm sorry
I just want you to stay
After all that we've been through
I will make it up to you, I promise to
And after all that's been said and done
You're just the part of me I can't let go, ooh
Couldn't stand to be kept away
Just for the day from your body
Wouldn't wanna be swept away
Far away from the one that I love
Hold me now
It's hard for me to say I'm sorry
I just want you to know
Hold me now
I really wanna tell you I'm sorry
I could never let you go
After all that we've been through
I will make it up to you, I promise to
And after all that's been said and done
You're just a part of me, I can't let go
After all that we've been through
I will make it up to you, I promise to
You're gonna be the lucky one"
tie a yellow ribbon round the ole oak tree,dawn,https://youtu.be/PxG9XFqHSFw?si=wEVPCybc7hKYN0tE,"I'm coming home. I've done my time.
Now I've got to know what is and isn't mine.
If you received my letter telling you I'd soon be free,
Then you'll know just what to do if you still want me,
If you still want me,
Oh, tie a yellow ribbon 'round the old oak tree.
It's been three long years.
Do you still want me?(Still want me?)
If I don't see a ribbon 'round the old oak tree,
I'll stay on the bus,Forget about us,Put the blame on me,
If I don't see a yellow ribbon 'round the old oak tree.
Bus driver, please look for me,
'Cause I couldn't bear to see what I might see.
I'm really still in prison, and my love, she holds the key.
A simple yellow ribbon's what I need to set me free.
I wrote and told her please,
Oh, tie a yellow ribbon 'round the old oak tree.
It's been three long years.
Do you still want me?(Still want me?)
If I don't see a ribbon 'round the old oak tree,
I'll stay on the bus,Forget about us,Put the blame on me,
If I don't see a yellow ribbon 'round the old oak tree.
Now the whole damn bus is cheering,
And I can't believe I see,
A hundred yellow ribbons 'round the old oak tree.
I'm coming home, mm-hmm.........
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree.
Tie a ribbon 'round the old oak tree..."
My Heart Will Go On,Celine Dion,https://www.youtube.com/watch?v=p79GmLNLMrY,"Every night in my dreams. I see you. I feel you.
That is how I know you go on.
Far across the distance. And spaces between us.
You have come to show you go on.
Near, far, wherever you are. I believe that the heart does go on.
Once more you open the door. And you're here in my heart.
And my heart will go on and on.
Love can touch us one time. And last for a lifetime.
And never go till we're one.
Love was when I loved you. One true time I hold you.
In my life we'll always go on.
Near, far, wherever you are. I believe that the heart does go on.
Once more you open the door. And you're here in my heart.
And my heart will go on and on.
You're here, there's nothing I fear.
And I know that my heart will go on.
We'll stay forever this way. You are safe in my heart.
And my heart will go on and on."
Yesterday,The Beatles,https://www.youtube.com/watch?v=wXTJBr9tt8Q,"Yesterday all my troubles seemed so far away.
Now it looks as though they're here to stay.
Oh, I believe in yesterday.
Suddenly, I'm not half the man I used to be.
There's a shadow hanging over me.
Oh, yesterday came suddenly.
Why she had to go?
I don't know she wouldn't say I said something wrong now I long for yesterday.
Yesterday love was such an easy game to play.
Now I need a place to hide away.
Oh, I believe in yesterday.
Why she had to go?
I don't know she wouldn't say I said something wrong now.
I long for yesterday.
Yesterday love was such an easy game to play.
Now I need a place to hide away.
Oh, I believe in yesterday.
Mm mm mm mm mm mm mm"
Bohemian Rhapsody,Queen,https://www.youtube.com/watch?v=sjpGNHPcTLA,"Is this the real life? Is this just fantasy?
Caught in a landslide No escape from reality.
Open your eyes.
Look up to the skies and see.
I'm just a poor boy, I need no sympathy.
Because I'm easy come, easy go, A little high, little low, Anyway the wind blows, doesn't really matter to me.
Mama just killed a man.
Put a gun against his head.
Pulled my trigger now he's dead.
Mama, life had just begun.
But now I've gone and thrown it all away.
Mama, wooo. Didn't mean to make you cry - If I'm not back again this time tomorrow.
Carry on, carry on as if nothing really matters.
Too late my time has come Sends shivers down my spine.
Body's aching all the time Goodbye everybody.
I've got to go - Gotta leave you all behind and face the truth.
Mama, wooo.
I don't want to die.
I sometimes wish I'd never been born at all.
I see a little silhouette of a man.
Scaramouche scaramouche will you do the Fandango.
Thunderbolt and lightning very very frightening me!
Galileo Galileo Galileo Galileo Galileo figaro! - Magnifico!
But I'm just a poor boy and nobody loves me.
He's just a poor boy from a poor family.
Spare him his life from this monstrosity.
Easy come easy go.
Will you let me go - Bismillah! No - we will not let you go - let him go
Bismillah! We will not let you go - let him go Bismillah!
We will not let you go let me go Will not let you go -let me go Will not let you go.
Let me go No no no no no no no.
Mama mia mama mia mama mia let me go.
Beelzebub has a devil put aside for me for me.
So you think you can stone me and spit in my eye.
So you think you can love me and leave me to die.
Oh, baby. Can't do this to me baby.
Just gotta get out - just gotta get right outta here.
Nothing really matters.
Anyone can see Nothing really matters nothing really matters to me."
Dancing Queen,ABBA,https://www.youtube.com/watch?v=-sVB91NTa4A,"You can dance, you can jive, having the time of your life.
See that girl, watch that scene, dig in the Dancing Queen.
Friday night and the lights are low.
Looking out for the place to go.
Where they play the right music, getting in the swing.
You come in for a king.
Anybody could be that guy.
Night is young and the music's high.
With a bit of rock music, everything is fine.
You're in the mood for a dance.
And when you get the chance.
You are the Dancing Queen, young and sweet, only seventeen.
Dancing Queen, feel the beat from the tambourine.
Oh yeah, you can dance, you can jive, having the time of your life.
Ooooh, see that girl, watch that scene, dig in the Dancing Queen.
You're a tease, you tried them all.
Leave them burning and then you're gone.
Looking out for another, anyone will do.
You're in the mood for a dance.
And when you get the chance...
You are the Dancing Queen, young and sweet, only seventeen.
Dancing Queen, feel the beat from the tambourine.
You can dance, you can jive, having the time of your life.
See that girl, watch that scene, dig in the Dancing Queen.
Dig in the Dancing Queen."
I Just Called to Say I Love You,Stevie Wonder,https://www.youtube.com/watch?v=II6-Bd7Vyk0,"No New Year's Day to celebrate. No chocolate covered candy hearts to give away.
No first of Spring, no song to sing. In fact here's just another ordinary day.
No April rain, no flowers bloom.
No wedding Saturday, within the month of June.
But what it is, is something true.
Made up of these three words that I must say to you.
I just called to say I love you. I just called to say how much I care.
I just called to say I love you.
And I mean it from the bottom of my heart.
No summer's high. No warm July.
No harvest moon to light one tender August night.
No autumn breeze. No falling leaves.
Not even time for birds to fly to southern skies.
No Libra sun. No Halloween.
No giving thanks to all the Christmas joy you bring.
But what it is, though old so new.
To fill your heart like no three words could ever do.
I just called to say I love you. I just called to say how much I care.
I just called to say I love you.
And I mean it from the bottom of my heart.
I just called to say I love you. I just called to say how much I care.
I just called to say I love you.
And I mean it from the bottom of my heart.
Of my heart.
Of my heart."
Imagine,John Lennon,https://www.youtube.com/watch?v=YkgkThdzX-8,"Imagine there's no heaven.
It's easy if you try.
No hell below us.
Above us only sky.
Imagine all the people living for today.
Imagine there's no countries.
It isn't hard to do.
Nothing to kill or die for.
No religion too.
Imagine all the people living life in peace.
You may say I'm a dreamer, but I'm not the only one.
I hope some day you'll join us.
And the world will live as one.
Imagine no possessions I wonder if you can.
No need for greed or hunger.
A brotherhood of man. Imagine all the people Sharing all the world.
You may say I'm a dreamer, but I'm not the only one.
I hope some day you'll join us.
And the world will live as one."
I Will Always Love You,Whitney Houston,https://www.youtube.com/watch?v=3JWTaaS7LdU,"If I should stay I would only be in your way.
So I'll go but I know.
I'll think of you every step of the way.
I will always love you.
I will always love you.
You, you, my darling you (mm).
Bittersweet Memories.
That is all I'm taking with me.
So goodbye please don't cry.
We both know I'm not what you.
You need.
I hope life treats you kind.
And I hope you have all you dreamed of.
And I wish to you joy and happiness.
But above all this, I wish to you love.
You, darling I love you.
Oh, I'll always, I'll always love you (oo-oo)"
Let It Be,The Beatles,https://www.youtube.com/watch?v=CGj85pVzRJs,"When I find myself in times of trouble.
Mother Mary comes to me Speaking words of wisdom let it be.
And in my hour of darkness.
She is standing right in front of me.
Speaking words of wisdom let it be.
Let it be, let it be, Let it be, let it be.
Whisper words of wisdom let it be.
And when the broken-hearted people Living in the world agree.
There will be an answer let it be.
For though they may be parted.
There is still a chance that they will see.
There will be an answer let it be.
Let it be, let it be. Let it be, let it be.
Yeah, there will be an answer let it be.
Let it be, let it be. Let it be, let it be.
Whisper words of wisdom let it be.
Let it be, let it be.
Ah let it be yeah let it be.
Whisper words of wisdom let it be.
And when the night is cloudy.
There is still a light that shines on me.
Shine on until tomorrow let it be.
I wake up to the sound of music.
Mother Mary comes to me.
Speaking words of wisdom let it be.
Let it be, let it be. Let it be yeah let it be.
Oh, there will be an answer let it be.
Let it be, let it be. Let it be yeah let it be.
Whisper words of wisdom let it be."
Mamma Mia,ABBA,https://www.youtube.com/watch?v=unfzfe8f9NI,"I've been cheated by you since I don't know when.
So I made up my mind, it must come to an end.
Look at me now, will I ever learn?
I don't know how but I suddenly lose control.
There's a fire within my soul.
Just one look and I can hear a bell ring.
One more look and I forget everything, o-o-o-oh.
Mamma mia, here I go again.
My my, how can I resist you?
Mamma mia, does it show again?
My my, just how much I've missed you.
Yes, I've been brokenhearted. Blue, since the day we parted.
Why, why did I ever let you go?
Mamma mia, now I really know, My my, I could never let you go.
I've been angry and sad about the things that you do.
I can't count all the times that I've told you we're through.
And when you go, when you slam the door.
I think you know that you won't be away too long.
You know that I'm not that strong.
Just one look and I can hear a bell ring.
One more look and I forget everything, o-o-o-oh.
Mamma mia, here I go again.
My my, how can I resist you?
Mamma mia, does it show again?
My my, just how much I've missed you.
Yes, I've been brokenhearted.
Blue, since the day we parted.
Why, why did I ever let you go?
Mamma mia, even if I say, Bye bye, leave me now or never.
Mamma mia, it's a game we play.
Bye bye, doesn't mean forever.
Mamma mia, here I go again.
My my, how can I resist you?
Mamma mia, does it show again?
My my, just how much I've missed you.
Yes, I've been brokenhearted.
Blue, since the day we parted.
Why, why did I ever let you go?
Mamma mia, now I really know.
My my, I could never let you go."
Livin??on a Prayer,Bon Jovi,https://www.youtube.com/watch?v=lDK9QqIzhwk,"Once upon a time.
Not so long ago.
Tommy used to work on the docks.
Union's been on strike.
He's down on his luck.
It's tough, so tough Gina works the diner all day.
Working for her man, she brings home her pay For love - for love.
She says we've got to hold on to what we've got.
Cause it doesn't make a difference if we make it or not.
We've got each other and that's a lot for love - we'll give it a shot.
Whooah, we're half way there Livin' on a prayer.
Take my hand and we'll make it.
I swear Livin' on a prayer.
Tommy's got his six string in hock.
Now he's holding in what he used.
To make it talk - so tough, it's tough Gina dreams of running away.
When she cries in the night.
Tommy whispers 'Baby it's okay, someday.'
We've got to hold on to what we've got.
Cause it doesn't make a difference If we make it or not.
We've got each other and that's a lot For love.
We'll give it a shot.
Whooah, we're half way there Livin' on a prayer.
Take my hand and we'll make it.
I swear Livin' on a prayer.
We've got to hold on ready or not.
You live for the fight when it's all that you've got.
Whooah, we're half way there Livin' on a prayer.
Take my hand and we'll make it.
I swear Livin' on a prayer.
Whooah, we're half way there Livin' on a prayer.
Take my hand and we'll make it.
I swear Livin' on a prayer."
Take My Breath Away,Berlin,https://www.youtube.com/watch?v=Bx51eegLTY8,"Watching every motion in my foolish lover's game.
On this endless ocean, finally lovers know no shame.
Turning and returning to some secret place inside.
Watching in slow motion as you turn around and say.
Take my breath away.
Take my breath away.
Watching I keep waiting still anticipating love.
Never hesitating to become the fated ones.
Turning and returning to some secret place to hide.
Watching in slow motion as you turn to me and say.
My love take my breath away.
Through the hourglass I saw you in time you slipped away.
When the mirror crashed I called you.
And turned to hear you say.
If only for today I am unafraid.
Take my breath away.
Take my breath away.
Watching every motion in this foolish lover?ôs game.
Haunted by the motion somewhere there?ôs a love in flames.
Turning and returning to some secret place inside.
Watching in slow motion as you turn my way and say.
Take my breath away my love. Take my breath away."
Moon River,Audrey Hepburn,https://www.youtube.com/watch?v=uirBWk-qd9A,"Moon river, wider than a mile.
I'm crossing you in style some day.
Oh, dream maker, you heart breaker.
Wherever you're going, I'm going your way.
Two drifters, off to see the world.
There's such a lot of world to see.
We're after the same rainbow's end, waiting, round the bend.
My Huckleberry Friend, Moon River, and me.
Two drifters, off to see the world.
There's such a lot of world to see.
We're after that same rainbow's end, waiting, round the bend.
My Huckleberry Friend, Moon River, and me."
Eye of the Tiger,Survivor,https://www.youtube.com/watch?v=btPJPFnesV4,"Risin' up, back on the street, did my time, took my chances.
Went the distance.
Now I'm back on my feet, just a man and his will to survive.
So many times it happens too fast.
You trade your passion for glory.
Don't lose you grip on the dreams of the past.
You must fight just to keep them alive.
It's the eye of tiger.
It's the thrill for the fight, risin' up to the challenge of our rival.
And the last known survivor stalks his prey in the night and he's watchin' us all with the eye of the tiger.
Face to face out in the heat.
Hanging tough staying hungry.
They stack the odds, still we take to the street.
For the kill with the skill to survive.
Rising up straight to the top.
Had the guts, got the glory when the distance now I'm not gonna stop.
Just a man and his will to survive.
The eye of the tiger
The eye of the tiger
"
She,Elvis Costello,https://www.youtube.com/watch?v=O040xuq2FR0,"She
May be the face I can't forget.
The trace of pleasure or regret.
May be my treasure or the price I have to pay.
She
May be the song that summer sings.
May be the chill that autumn brings.
May be a hundred different things.
Within the measure of a day.
She
May be the beauty or the beast.
May be the famine or the feast.
May turn each day into a heaven or a hell.
She may be the mirror of my dreams.
The smile reflected in a stream.
She may not be what she may seem.
Inside her shell.
She
Who always seems so happy in a crowd.
Whose eyes can be so private and so proud.
No one's allowed to see them when they cry.
She
May be the love that cannot hope to last.
May come to me from shadows of the past.
That I'll remember till the day I die.
She
May be the reason I survive.
The why and wherefore I'm alive.
The one I'll care for through the rough in ready years.
Me
I'll take her laughter and her tears.
And make them all my souvenirs.
For where she goes I've got to be.
The meaning of my life is
She
She, oh she"
Reality,Richard Sanderson,https://www.youtube.com/watch?v=EQDHCyFe2rY,"Met you by surprise, I didn't realize that my life would change forever.
Saw you standing there I didn't know I'd care.
There was something special in the air.
Dreams are my reality the only kind of real fantasy.
Illusions are a common thing.
I try to live in dreams.
It seems as if it's meant to be.
Dreams are my reality, a different kind of reality.
I dream of loving in the night.
And loving seems all right although it's only fantasy.
If you do exist, honey don't resist.
Show me your new way of loving.
Tell me that it's true, show me what to do.
I feel something special about you.
Dreams are my reality, the only kind of reality.
May be my foolishness is past and maybe now at last.
I'll see how the real thing can be.
Dreams are my reality, a wondrous world where I like to be.
I dream of holding you all night.
And holding you seems right.
Perhaps that's my reality.
Met you by surprise, I didn't realize that my life would change forever.
Tell me that it's true feelings that are new.
I feel something special about you.
Dreams are my reality, a wondrous world where I like to be.
Illusions are a common thing.
I try to live in dreams.
Although it's only fantasy.
Dreams are my reality.
I like to dream of you close to me.
I dream of loving in the night.
And loving you seems right.
Perhaps that's my reality."
The Power of Love,Jennifer Rush / Celine Dion,https://www.youtube.com/watch?v=Q5bX5K76Hag,"The whispers in the morning.
Of lovers sleeping tight.
Are rolling like thunder now.
As I look in your eyes.
I hold on to your body.
And feel each move you make.
Your voice is warm and tender.
A love that I could not forsake.
'Cause I am your lady.
And you are my man.
Whenever you reach for me.
I'll do all that I can.
Lost is how I'm feeling lying in your arms.
When the world outside's too.
Much to take.
That all ends when I'm with you.
Even though there may be times.
It seems I'm far away.
Never wonder where I am.
'Cause I am always by your side.
We're heading for something.
Somewhere I've never been.
Sometimes I am frightened.
But I'm ready to learn.
Of the power of love.
The sound of your heart beating.
Made it clear.
Suddenly the feeling that I can't go on.
Is light years away."
A Whole New World,Peabo Bryson & Regina Belle,https://www.youtube.com/watch?v=PmvT7B3u7II,"I can show you the world.
Shining, shimmering, splendid.
Tell me, princess.
Now when did you last let your heart decide?
I can open your eyes.
Take you wonder by wonder.
Over, sideways and under on a magic carpet ride.
A whole new world.
A new fantastic point of view.
No one to tell us, ""No""
Or where to go,
Or say we're only dreaming.
A whole new world.
A dazzling place I never knew.
But when I'm way up here.
It's crystal clear.
That now I'm in a whole new world with you.
Now I'm in a whole new world with you.
Unbelievable sights.
Indescribable feeling.
Soaring, tumbling, freewheeling.
Through an endless diamond sky.
A whole new world.
Don't you dare close your eyes.
A hundred thousand things to see.
Hold your breath, it gets better.
I'm like a shooting star.
I've come so far.
I can't go back to where I used to be.
A whole new world.
Every turn, a surprise.
With new horizons to pursue.
Every moment, red-letter.
I'll chase them anywhere.
There's time to spare.
Let me share this whole new world with you.
A whole new world.
A whole new world.
That's where we'll be.
That's where we'll be.
A thrilling chase.
A wondrous place.
For you and me."
Somewhere Over the Rainbow,Judy Garland,https://www.youtube.com/watch?v=PSZxmZmBfnU,"Somewhere, over the rainbow, way up high.
There's a land that I heard of once in a lullaby.
Somewhere, over the rainbow, skies are blue.
And the dreams that you dare to dream.
Really do come true.
Someday I'll wish upon a star.
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
Away above the chimney tops,
That's where you'll find me.
Somewhere, over the rainbow, bluebirds fly.
Birds fly over the rainbow, why then - oh, why can't I?
Someday I'll wish upon a star.
And wake up where the clouds are far behind me.
Where troubles melt like lemon drops,
Away above the chimney tops,
That's where you'll find me.
Somewhere, over the rainbow, bluebirds fly.
Birds fly over the rainbow,
Why then - oh, why can't I?
If happy little bluebirds fly beyond the rainbow.
Why, oh, why can't I?
If happy little bluebirds fly beyond the rainbow.
Why, oh, why can't I?"
Another one bites the dust,Queen,https://www.youtube.com/watch?v=rY0WxgSXdEE,"Oh, let's go.
Steve walks warily down the street.
With the brim pulled way down low.
Ain't no sound but the sound of his feet,
Machine guns ready to go
Are you ready, hey, are you ready for this?
Are you hanging on the edge of your seat?
Out of the doorway the bullets rip to the sound of the beat.
Another one bites the dust.
Another one bites the dust.
And another one gone, and another one gone.
Another one bites the dust.
Hey, I'm gonna get you, too.
Another one bites the dust.
How do you think I'm going to get along,
Without you when you're gone?
You took me for everything that I had.
And kicked me out on my own.
Are you happy, are you satisfied?
How long can you stand the heat?
Out of the doorway the bullets rip to the sound of the beat.
Another one bites the dust.
Another one bites the dust.
And another one gone, and another one gone.
Another one bites the dust.
Hey, I'm gonna get you, too.
Another one bites the dust.
Hey
Oh take it
Bite the dust
Bite the dust
Hey
Another one bites the dust
Another one bites the dust oww
Another one bites the dust hey hey
Another one bites the dust eh eh
Oh shooter
There are plenty of ways that you can hurt a man.
And bring him to the ground.
You can beat him, you can cheat him.
You can treat him bad and leave him when he's down.
But I'm ready, yes, I'm ready for you.
I'm standing on my own two feet.
Out of the doorway the bullets rip.
Repeating to the sound of the beat, oh yeah.
Another one bites the dust
Another one bites the dust
And another one gone, and another one gone
Another one bites the dust
Hey, I'm gonna get you, too
Another one bites the dust
Oh shooter hey hey, all right"
Unchained Melody,The Righteous Brothers,https://www.youtube.com/watch?v=m0EBs6uRgtw,"Oh my love, my darling.
I've hungered for your touch along lonely time.
And time goes by so slowly and time can do so much.
Are you still mine?
I need your love.
I need your love.
God spend your love to me.
Lonely rivers flow to the sea, to the sea.
To the open arms of the sea yeah.
Lonely rivers sign ""wait for me, wait for me.""
I'll be coming home wait for me.
Oh my love, my darling.
I've hungered for your touch along lonely time.
And time goes by so slowly and time can do so much.
Are you still mine?
I need your love.
I need your love.
God spend your love to me."
Can You Feel the Love Tonight,Elton John,https://www.youtube.com/watch?v=KjgWWjkNbhU,"There's calm surrender.
To the rush of day.
When the heat of the rolling wind.
Can be turned away.
An enchanted moment.
And it sees me through.
It's enough for this restless warrior.
Just to be with you.
And can you feel the love tonight?
It is where we are.
It's enough for this wide-eyed wanderer.
That we got this far.
And can you feel the love tonight?
How it's laid to rest.
It's enough to make kings and vagabonds.
Believe the very best.
There's a time for everyone.
If they only learn.
That the twisting kaleidoscope.
Move us all in turn.
There's rhyme and reason.
To the wild out door.
When the heart of this star-crossed voyager.
Beats in time with yours.
And can you feel the love tonight?
It is where we are.
It's enough for this wide-eyed wanderer.
That we got this far.
And can you feel the love tonight?
How it's laid to rest.
It's enough to make kings and vagabonds.
Believe the very best.
It's enough to make kings and vagabonds."
Falling Slowly,"Glen Hansard, Marketa Irglova",https://www.youtube.com/watch?v=S2ANkkdhWVY,"I don?ôt know you.
But I want you.
All the more for that.
Words fall through me and always fool me.
And I can?ôt react.
And games that never amount.
To more than they?ôre meant.
Will play themselves out.
Take this sinking boat and point it home.
We?ôve still got time.
Raise your hopeful voice you have a choice.
You?ôve made it now.
Falling slowly, eyes that know me.
And I can?ôt go back.
Moods that take me and erase me.
And I?ôm painted black.
You have suffered enough.
And warred with yourself.
It?ôs time that you won.
Take this sinking boat and point it home.
We?ôve still got time.
Raise your hopeful voice you have a choice.
You?ôve made it now.
Falling slowly sing your melody.
I?ôll sing along
I paid the cost too late.
Now it's gone."
We Are The World,USA for Africa,https://www.youtube.com/watch?v=s3wNuru4U0I,"There comes a time when we heed a certain call.
When the world must come together as one.
There are people dying.
Oh, and it's time to lend a hand to life.
The greatest gift of all we can't go on pretending day by day.
That someone, somehow will soon make a change.
We're all a part of God's great big family and the truth.
You know love is all we need.
We are the world, we are the children.
We are the ones who make a brighter day so let's start giving.
There's a choice we're making we're saving our own lives.
It's true we'll make a better day just you and me.
Well, send'em you your heart so they know that someone cares.
And their lives will be stronger and free.
As God has shown us by turning stone to bread.
And so we all must lend a helping hand.
We are the world, we are the children.
We are the ones who make a brighter day so let's start giving.
There's a choice we're making we're saving our own lives.
It's true we'll make a better day just you and me.
When you're down and out there seems no hope at all.
But if you just believe there's no way we can fall.
Well, well, well, let's realize that a change can only come.
When we stand together as one."
Words,Bee Gees,https://www.youtube.com/watch?v=pkqwRC23HN8,"Smile, an everlasting smile a smile can bring you near to me.
Don't ever let me find you wrong.
Cause that would bring a tear to me.
This world has lost its glory.
Let's start a brand new story now my love.
You think that I don't even mean a single word I say.
It's only words and words are all I have to take your heart away.
You talk in ever lasting words and dedicate them all to me.
And I will give you all my life I'm here if you should call to me.
You think that I don't even mean a single word say.
it's only words and words are all I have to take your heart a way..
It's only words and words are all I have to take your heart a way
This world has lost it's glory.
Let's start a brand new story now my love.
you think that I don't even mean a single word I say.
It's only words and words are all I have to take your heart away.
It's only words and words are all I have to take your heart away."
You Are My Sunshine,Jimmie Davis,https://www.youtube.com/watch?v=ckKeQNCyPBU,"You are my sunshine, my only sunshine.
You make me happy when skies are gray.
You'll never know, dear, how much I love you.
Please don't take my sunshine away.
The other night, dear, as I lay sleeping.
I dreamed I held you in my arms.
When I awoke, dear, I was mistaken.
So I hung my head and cried.
You are my sunshine, my only sunshine.
You make me happy when skies are gray.
You'll never know, dear, how much I love you.
Please don't take my sunshine away."
Hotel California,Eagles,https://www.youtube.com/watch?v=EqPtz5qN7HM,"On a dark desert highway, cool wind in my hair
Warm smell of colitas rising up through the air
Up ahead in the distance, I saw a shimmering light
My head grew heavy and my sight grew dim, I had to stop for the night
There she stood in the doorway, I heard the mission bell
And I was thinkin' to myself, ""This could be heaven or this could be hell""
Then she lit up a candle and she showed me the way
There were voices down the corridor, I thought I heard them say
""Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
Plenty of room at the Hotel California
Any time of year (any time of year)
You can find it here""
Her mind is Tiffany-twisted, she got the Mercedes-Benz, uh
She got a lot of pretty, pretty boys that she calls friends
How they dance in the courtyard, sweet summer sweat
Some dance to remember, some dance to forget
So I called up the Captain, ""Please bring me my wine""
He said, ""We haven't had that spirit here since 1969""
And still, those voices are calling from far away
Wake you up in the middle of the night just to hear them say
""Welcome to the Hotel California
Such a lovely place (such a lovely place)
Such a lovely face
They're livin' it up at the Hotel California
What a nice surprise (what a nice surprise)
Bring your alibis""
Mirrors on the ceiling, the pink champagne on ice
And she said, ""We are all just prisoners here of our own device""
And in the master's chambers, they gathered for the feast
They stab it with their steely knives, but they just can't kill the beast
Last thing I remember, I was running for the door
I had to find the passage back to the place I was before
""Relax, "" said the night man, ""We are programmed to receive
You can check out any time you like, but you can never leave"""
Every Breath You Take,The police,https://www.youtube.com/watch?v=OMOGaugKpzs,"Every breath you take
And every move you make
Every bond you break, every step you take
I'll be watchin' you
Every single day
And every word you say
Every game you play, every night you stay
I'll be watchin' you
Oh, can't you see
You belong to me?
How my poor heart aches
With every step you take
Every move you make
And every vow you break
Every smile you fake, every claim you stake
I'll be watchin' you
Since you've gone I've been lost without a trace
I dream at night, I can only see your face
I look around but it's you I can't replace
I feel so cold and I long for your embrace
I keep cryin', ""Baby, baby, please""
Oh, can't you see
You belong to me?
How my poor heart aches
With every step you take
Every move you make
And every vow you break
Every smile you fake, every claim you stake
I'll be watchin' you
Every move you make, every step you take
I'll be watchin' you
I'll be watchin' you
Every breath you take, every move you make
Every bond you break (I'll be watchin' you)
Every single day, every word you say
Every game you play (I'll be watchin' you)
Every move you make, every vow you break
Every smile you fake (I'll be watchin' you)
Every single day, every word you say
Every game you play (I'll be watchin' you)
Every breath you take, every move you make
Every bond you break (I'll be watchin' you)
Every single day, every word you say
Every game you play (I'll be watchin' you)
Every move you make, every vow you break
Every smile you fake (I'll be watchin' you)
Every single day, every word you say
Every game you play (I'll be watchin' you)"
Billie Jean,Michael Jackson,https://www.youtube.com/watch?v=Zi_XLOBDo_Y,"She was more like a beauty queen from a movie scene
I said, ""Don't mind, but what do you mean, I am the one
Who will dance on the floor in the round?""
She said I am the one
Who will dance on the floor in the round
She told me her name was Billie Jean as she caused a scene
Then every head turned with eyes that dreamed of bein' the one
Who will dance on the floor in the round
People always told me, ""Be careful of what you do
Don't go around breakin' young girls' hearts"" (hee-hee)
And mother always told me, ""Be careful of who you love
And be careful of what you do (oh-oh)
'Cause the lie becomes the truth"" (oh-oh), hey-ey
Billie Jean is not my lover
She's just a girl who claims that I am the one (oh, baby)
But the kid is not my son (hoo)
She says I am the one (oh, baby)
But the kid is not my son (hee-hee-hee, no-no, hee-hee-hee, hoo)
For forty days and for forty nights, law was on her side
But who can stand when she's in demand? Her schemes and plans
'Cause we danced on the floor in the round (hee)
So take my strong advice
Just remember to always think twice
(Do think twice) do think twice (ah-hoo)
She told my baby we'd danced 'til three, then she looked at me
Then showed a photo of a baby cryin', his eyes were like mine (oh, no)
Go and dance on the floor in the round, baby (ooh, hee-hee-hee)
People always told me, ""Be careful of what you do
And don't go around breakin' young girls' hearts"" (don't break no hearts, hee-hee)
But she came and stood right by me
Just the smell of sweet perfume
This happened much too soon
She called me to her room, hey-ey
Billie Jean is not my lover (hoo)
She's just a girl who claims that I am the one
But the kid is not my son
No-no-no, no-no, no-no-no (hoo)
Billie Jean is not my lover
She's just a girl who claims that I am the one (oh, baby)
But the kid is not my son (no, no)
She says I am the one (oh, baby)
But the kid is not my son (no, hee-hee-ho, hee-hee-hee)
Hee, hoo
She says I am the one
But the kid is not my son (no-no-no, hoo, oh)
Billie Jean is not my lover
She's just a girl who claims that I am the one (you know what you did to me, baby)
But the kid is not my son
No-no-no (no-no-no, ah), no-no-no-no (no-no-no)
She says I am the one (no)
But the kid is not my son (no-no-no-no)
She says I am the one (you know what you did)
She says he is my son (breakin' my heart, babe)
She says I am the one
Billie Jean is not my lover
Billie Jean is not my lover
Billie Jean is not my lover
Billie Jean is not my lover (don't call me Billie Jean, hoo)
Billie Jean is not my lover
Billie Jean is not- (hee)"
